Symbol,Name,LastSale, MarketCap ,IPOyear,Sector,industry,Summary Quote
ANDAW,Andina Acquisition Corp. III,0.21, n/a ,2019,Finance,Business Services,https://www.nasdaq.com/symbol/andaw
ANDE,"The Andersons, Inc.",24.96, $813.7M ,n/a,Consumer Services,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/ande
ANGI,ANGI Homeservices Inc.,8.97, $4.55B ,n/a,Consumer Services,Advertising,https://www.nasdaq.com/symbol/angi
ANGO,"AngioDynamics, Inc.",19.11, $712.36M ,2004,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/ango
ANIK,Anika Therapeutics Inc.,56.58, $779.84M ,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/anik
ANIP,"ANI Pharmaceuticals, Inc.",72.05, $871.6M ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/anip
ANIX,"Anixa Biosciences, Inc.",4.31, $86.62M ,n/a,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/anix
ANSS,"ANSYS, Inc.",213.42, $17.95B ,1996,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/anss
ANTE,AirNet Technology Inc.,1, $12.57M ,n/a,Technology,Advertising,https://www.nasdaq.com/symbol/ante
ANY,Sphere 3D Corp.,1.5, $3.45M ,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/any
AOBC,American Outdoor Brands Corporation,8.18, $448.28M ,n/a,Capital Goods,Ordnance And Accessories,https://www.nasdaq.com/symbol/aobc
AOSL,Alpha and Omega Semiconductor Limited,11.32, $277.53M ,2010,Technology,Semiconductors,https://www.nasdaq.com/symbol/aosl
APDN,Applied DNA Sciences Inc,0.3151, $11.94M ,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/apdn
APDNW,Applied DNA Sciences Inc,0.0031, n/a ,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/apdnw
APEI,"American Public Education, Inc.",27.1, $434.89M ,2007,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/apei
APEN,"Apollo Endosurgery, Inc.",3.1, $67.99M ,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/apen
APEX,Apex Global Brands Inc.,0.47, $7.49M ,n/a,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/apex
APLS,"Apellis Pharmaceuticals, Inc.",27.49, $1.75B ,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/apls
APLT,"Applied Therapeutics, Inc.",9.36, $159.61M ,2019,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aplt
APM,Aptorum Group Limited,15.9, $461.66M ,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/apm
APOG,"Apogee Enterprises, Inc.",37.8, $1B ,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/apog
APOP,Cellect Biotechnology Ltd.,0.52, $5.83M ,2016,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/apop
APOPW,Cellect Biotechnology Ltd.,0.0212, n/a ,2016,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/apopw
APPF,"AppFolio, Inc.",96.42, $3.28B ,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/appf
APPN,Appian Corporation,55.01, $3.57B ,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/appn
APPS,"Digital Turbine, Inc.",6.89, $571.93M ,n/a,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/apps
APTO,"Aptose Biosciences, Inc.",2.67, $148.04M ,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/apto
APTX,Aptinyx Inc.,3.22, $108.4M ,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aptx
APVO,Aptevo Therapeutics Inc.,0.7399, $33.37M ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/apvo
APWC,Asia Pacific Wire & Cable Corporation Limited,2.0402, $28.19M ,n/a,Basic Industries,Telecommunications Equipment,https://www.nasdaq.com/symbol/apwc
APYX,Apyx Medical Corporation,7.9, $267.98M ,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/apyx
AQB,"AquaBounty Technologies, Inc.",3.25, $70.22M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aqb
AQMS,"Aqua Metals, Inc.",1.66, $94.56M ,2015,Basic Industries,Metal Fabrications,https://www.nasdaq.com/symbol/aqms
AQST,"Aquestive Therapeutics, Inc.",3.91, $97.85M ,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aqst
ARAV,"Aravive, Inc.",6.21, $70.08M ,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arav
ARAY,Accuray Incorporated,3.47, $305.44M ,2007,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/aray
ARCB,ArcBest Corporation,29.36, $749.28M ,n/a,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/arcb
ARCC,Ares Capital Corporation,18.54, $7.91B ,2004,n/a,n/a,https://www.nasdaq.com/symbol/arcc
ARCE,Arco Platform Limited,49.36, $1.12B ,2018,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/arce
ARCI,"Appliance Recycling Centers of America, Inc.",3.61, $6.12M ,n/a,Consumer Services,Home Furnishings,https://www.nasdaq.com/symbol/arci
ARCT,Arcturus Therapeutics Holdings Inc.,10.03, $131.58M ,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arct
ARDS,Aridis Pharmaceuticals Inc.,8.375, $67.9M ,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ards
ARDX,"Ardelyx, Inc.",2.34, $146.95M ,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ardx
AREC,American Resources Corporation,2.55, $59.46M ,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/arec
AREX,Approach Resources Inc.,0.225, $21.07M ,2007,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/arex
ARGX,argenx SE,140.19, $5.34B ,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/argx
ARKR,Ark Restaurants Corp.,20.25, $70.85M ,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/arkr
ARLP,"Alliance Resource Partners, L.P.",14.96, $1.92B ,1999,Energy,Coal Mining,https://www.nasdaq.com/symbol/arlp
ARNA,"Arena Pharmaceuticals, Inc.",53.48, $2.66B ,2000,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arna
AROW,Arrow Financial Corporation,32.88, $477.39M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/arow
ARPO,"Aerpio Pharmaceuticals, Inc.",0.6815, $27.66M ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arpo
ARQL,"ArQule, Inc.",9.01, $1.08B ,1996,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arql
ARTL,"Artelo Biosciences, Inc.",2.85, $9.7M ,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/artl
ARTLW,"Artelo Biosciences, Inc.",0.75, n/a ,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/artlw
ARTNA,Artesian Resources Corporation,35.83, $332.49M ,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/artna
ARTW,"Art&#39;s-Way Manufacturing Co., Inc.",2.1001, $9.01M ,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/artw
ARTX,Arotech Corporation,2.25, $60M ,1994,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/artx
ARVN,"Arvinas, Inc.",24.41, $823.04M ,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arvn
ARWR,"Arrowhead Pharmaceuticals, Inc.",29.63, $2.82B ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arwr
ARYA,ARYA Sciences Acquisition Corp.,10.16, $182.56M ,2018,Finance,Business Services,https://www.nasdaq.com/symbol/arya
ARYAU,ARYA Sciences Acquisition Corp.,10.95, n/a ,2018,Finance,Business Services,https://www.nasdaq.com/symbol/aryau
ARYAW,ARYA Sciences Acquisition Corp.,1.58, n/a ,2018,Finance,Business Services,https://www.nasdaq.com/symbol/aryaw
ASET,FlexShares Real Assets Allocation Index Fund,29.1118, $10.19M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aset
ASFI,"Asta Funding, Inc.",7.68, $50.73M ,1995,Finance,Finance Companies,https://www.nasdaq.com/symbol/asfi
ASLN,ASLAN Pharmaceuticals Limited,2.68, $85.89M ,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asln
ASMB,"Assembly Biosciences, Inc.",12.8, $329.11M ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asmb
ASML,ASML Holding N.V.,219.2, $92.31B ,1995,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/asml
ASNA,"Ascena Retail Group, Inc.",0.2809, $55.56M ,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/asna
ASND,Ascendis Pharma A/S,114.96, $5.47B ,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asnd
ASPS,Altisource Portfolio Solutions S.A.,19.73, $315.66M ,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/asps
ASPU,Aspen Group Inc.,4.36, $81.31M ,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/aspu
ASRT,"Assertio Therapeutics, Inc.",1.6, $103.72M ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asrt
ASRV,AmeriServ Financial Inc.,4.14, $71.97M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/asrv
ASRVP,AmeriServ Financial Inc.,28.75," $603,750.00 ",n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/asrvp
ASTC,Astrotech Corporation,2.32, $13.4M ,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/astc
ASTE,"Astec Industries, Inc.",29.31, $660.49M ,1986,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/aste
ASUR,Asure Software Inc,6.41, $99.68M ,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/asur
ASV,"ASV Holdings, Inc.",7.01, $69.47M ,2017,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/asv
ASYS,"Amtech Systems, Inc.",5.18, $73.9M ,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/asys
ATAI,ATA Inc.,2.11, $50.21M ,2008,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/atai
ATAX,"America First Multifamily Investors, L.P.",7.35, $444.13M ,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/atax
ATEC,"Alphatec Holdings, Inc.",6.16, $369.17M ,2006,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/atec
ATEX,Anterix Inc.,39.97, $682.52M ,2015,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/atex
ATHE,Alterity Therapeutics Limited,0.9657, $13.86M ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/athe
ATHX,"Athersys, Inc.",1.27, $193.9M ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/athx
ATIF,ATIF Holdings Limited,3.2, $124.8M ,2019,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/atif
ATIS,Attis Industries Inc.,1.3053, $5.63M ,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/atis
ATISW,Attis Industries Inc.,0.18, n/a ,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/atisw
ATLC,Atlanticus Holdings Corporation,5.93, $94.72M ,1995,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/atlc
ATLO,Ames National Corporation,26.83, $247.7M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/atlo
ATNI,"ATN International, Inc.",55.65, $890.67M ,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/atni
ATNX,"Athenex, Inc.",14.81, $1.14B ,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atnx
ATOM,Atomera Incorporated,4.36, $74.44M ,2016,Technology,Semiconductors,https://www.nasdaq.com/symbol/atom
ATOS,Atossa Genetics Inc.,2.31, $21.08M ,2012,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atos
ATRA,"Atara Biotherapeutics, Inc.",14.11, $758.52M ,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/atra
ATRC,"AtriCure, Inc.",29.06, $1.13B ,2005,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/atrc
ATRI,Atrion Corporation,731, $1.36B ,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/atri
ATRO,Astronics Corporation,26.97, $881.25M ,n/a,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/atro
ATRS,"Antares Pharma, Inc.",3.16, $515.27M ,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/atrs
ATSG,"Air Transport Services Group, Inc",20.4, $1.21B ,n/a,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/atsg
ATVI,"Activision Blizzard, Inc",48.13, $36.92B ,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/atvi
ATXI,"Avenue Therapeutics, Inc.",6.13, $101.51M ,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atxi
AUB,Atlantic Union Bankshares Corporation,36.09, $2.96B ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/aub
AUBN,"Auburn National Bancorporation, Inc.",40, $142.77M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/aubn
AUDC,AudioCodes Ltd.,18.32, $537.64M ,1999,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/audc
AUPH,Aurinia Pharmaceuticals Inc,5.89, $540.88M ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/auph
AUTL,Autolus Therapeutics plc,10.03, $451.17M ,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/autl
AUTO,"AutoWeb, Inc.",2.24, $29.45M ,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/auto
AVAV,"AeroVironment, Inc.",51.74, $1.24B ,2007,Capital Goods,Aerospace,https://www.nasdaq.com/symbol/avav
AVCO,Avalon GloboCare Corp.,1.97, $149.04M ,n/a,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/avco
AVDL,Avadel Pharmaceuticals plc,2.05, $76.77M ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/avdl
AVDR,"Avedro, Inc",22.35, $382.97M ,2019,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/avdr
AVEO,"AVEO Pharmaceuticals, Inc.",0.6599, $106.08M ,2010,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aveo
AVGO,Broadcom Inc.,283.7, $112.93B ,2009,Technology,Semiconductors,https://www.nasdaq.com/symbol/avgo
AVGR,"Avinger, Inc.",1.68, $10.79M ,2015,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/avgr
AVID,"Avid Technology, Inc.",6.4, $274.92M ,1993,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/avid
AVNW,"Aviat Networks, Inc.",13.29, $71.47M ,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/avnw
AVRO,"AVROBIO, Inc.",18.32, $580.07M ,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/avro
AVT,"Avnet, Inc.",41.34, $4.39B ,n/a,Technology,Electronic Components,https://www.nasdaq.com/symbol/avt
AVXL,Anavex Life Sciences Corp.,2.45, $128.99M ,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/avxl
AWRE,"Aware, Inc.",2.881, $62.15M ,1996,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/awre
AWSM,Cool Holdings Inc.,1.81, $14.97M ,n/a,Technology,Electronic Components,https://www.nasdaq.com/symbol/awsm
AXAS,Abraxas Petroleum Corporation,0.6036, $101.68M ,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/axas
AXDX,"Accelerate Diagnostics, Inc.",18.53, $1.01B ,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/axdx
AXGN,"AxoGen, Inc.",15.28, $599.82M ,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/axgn
AXGT,Axovant Gene Therapies Ltd.,6.79, $154.68M ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/axgt
AXLA,Axcella Health Inc.,7.68, $176.7M ,2019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/axla
AXNX,"Axonics Modulation Technologies, Inc.",35.15, $1B ,2018,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/axnx
AXSM,"Axsome Therapeutics, Inc.",27.64, $951.33M ,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/axsm
AXTI,AXT Inc,4, $160.82M ,1998,Technology,Semiconductors,https://www.nasdaq.com/symbol/axti
AY,Atlantica Yield plc,23.61, $2.4B ,2014,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/ay
AYTU,"Aytu BioScience, Inc.",1.39, $23.16M ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aytu
AZPN,"Aspen Technology, Inc.",136.57, $9.42B ,1994,Technology,EDP Services,https://www.nasdaq.com/symbol/azpn
AZRX,"AzurRx BioPharma, Inc.",0.9737, $25.42M ,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/azrx
BAND,Bandwidth Inc.,80.58, $1.88B ,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/band
BANF,BancFirst Corporation,55.28, $1.8B ,1993,Finance,Major Banks,https://www.nasdaq.com/symbol/banf
BANFP,BancFirst Corporation,27.8173, $27.82M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/banfp
BANR,Banner Corporation,54.67, $1.89B ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/banr
BANX,StoneCastle Financial Corp,22.19, $145.51M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/banx
BASI,"Bioanalytical Systems, Inc.",2.1, $21.61M ,1997,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/basi
BATRA,Liberty Media Corporation,28.24, $1.44B ,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/batra
BATRK,Liberty Media Corporation,28.14, $1.44B ,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/batrk
BBBY,Bed Bath & Beyond Inc.,8.15, $1.04B ,1992,Consumer Services,Home Furnishings,https://www.nasdaq.com/symbol/bbby
BBC,Virtus LifeSci Biotech Clinical Trials ETF,27.05, $27.05M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bbc
BBCP,"Concrete Pumping Holdings, Inc. ",3.58, $208.35M ,2017,Basic Industries,Engineering & Construction,https://www.nasdaq.com/symbol/bbcp
BBGI,"Beasley Broadcast Group, Inc.",3.29, $91.71M ,2000,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/bbgi
BBH,VanEck Vectors Biotech ETF,125.67, $351.44M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bbh
BBIO,"BridgeBio Pharma, Inc.",26.76, $3.31B ,2019,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bbio
BBP,Virtus LifeSci Biotech Products ETF,38.2799, $38.28M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bbp
BBSI,"Barrett Business Services, Inc.",89.73, $670.26M ,1993,Technology,Professional Services,https://www.nasdaq.com/symbol/bbsi
BCBP,"BCB Bancorp, Inc. (NJ)",12.08, $198.85M ,2005,Finance,Savings Institutions,https://www.nasdaq.com/symbol/bcbp
BCDA,"BioCardia, Inc.",4.74, $30.88M ,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/bcda
BCDAW,"BioCardia, Inc.",0.73, n/a ,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/bcdaw
BCEL,"Atreca, Inc.",14.49, $388.11M ,2019,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bcel
BCLI,Brainstorm Cell Therapeutics Inc.,3.77, $85M ,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/bcli
BCML,BayCom Corp,21.9, $263.94M ,2018,Finance,Major Banks,https://www.nasdaq.com/symbol/bcml
BCNA,Reality Shares Nasdaq NexGen Economy China ETF,19.11, $1.91M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bcna
BCOM,B Communications Ltd.,1.32, $49.2M ,n/a,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/bcom
BCOR,"Blucora, Inc.",23.89, $1.17B ,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/bcor
BCOV,Brightcove Inc.,12.35, $472.74M ,2012,Technology,EDP Services,https://www.nasdaq.com/symbol/bcov
BCOW,"1895 Bancorp of Wisconsin, Inc.",9.37, $45.69M ,2019,Finance,Banks,https://www.nasdaq.com/symbol/bcow
BCPC,Balchem Corporation,90, $2.91B ,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/bcpc
BCRX,"BioCryst Pharmaceuticals, Inc.",2.83, $312.54M ,1994,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/bcrx
BCTF,"Bancorp 34, Inc.",15.6, $51.98M ,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/bctf
